% 1. Title: Branin Function
% 3. Number of instances: 225
% 6. Number of attributes: 2 (all real)
@relation branin
@attribute 'x0' real
@attribute 'x1' real
@attribute 'y' real
@data -5.0, 0.0, 308.12909601160663
@data -0.7142857142857144, 3.2142857142857144, 33.16268483254409
@data 0.35714285714285676, 3.2142857142857144, 23.98599383591126
@data 1.4285714285714288, 3.2142857142857144, 11.962792432226845
@data 2.5, 3.2142857142857144, 2.4561365368477346
@data 3.571428571428571, 3.2142857142857144, 2.8354252735907597
@data 4.642857142857142, 3.2142857142857144, 12.641301660119082
@data 5.7142857142857135, 3.2142857142857144, 22.46026729614482
@data 6.785714285714285, 3.2142857142857144, 22.681953808164714
@data 7.857142857142858, 3.2142857142857144, 13.011707752611594
@data 8.928571428571429, 3.2142857142857144, 2.823913574401435
@data 10.0, 3.2142857142857144, 1.9878006552293128
@data -5.0, 4.285714285714286, 179.1762153801455
@data -3.928571428571429, 4.285714285714286, 102.4344316882031
@data -2.857142857142857, 4.285714285714286, 54.3096006034485
@data -1.7857142857142856, 4.285714285714286, 32.635976527265605
@data -0.7142857142857144, 4.285714285714286, 25.763974505542794
@data 0.35714285714285676, 4.285714285714286, 20.347278611083205
@data 1.4285714285714288, 4.285714285714286, 11.448507122456961
@data 2.5, 4.285714285714286, 4.430715955020958
@data 3.571428571428571, 4.285714285714286, 6.6633042325920275
@data 4.642857142857142, 4.285714285714286, 17.68691497283332
@data 5.7142857142857135, 4.285714285714286, 28.088049775456973
@data 6.785714285714285, 4.285714285714286, 28.25634026695971
@data 7.857142857142858, 4.285714285714286, 17.89713300377437
@data 8.928571428571429, 4.285714285714286, 6.384812430816927
@data 10.0, 4.285714285714286, 3.5886079297824622
@data -5.0, 5.357142857142857, 152.67779114064754
@data -3.928571428571429, 5.357142857142857, 82.23826329933863
@data -2.857142857142857, 5.357142857142857, 39.780122878102496
@data -1.7857142857142856, 5.357142857142857, 23.137624278322956
@data -0.7142857142857144, 5.357142857142857, 20.66118254588844
@data 0.35714285714285676, 5.357142857142857, 19.004481753602086
@data 1.4285714285714288, 5.357142857142857, 13.230140180034017
@data 2.5, 5.357142857142857, 8.701213740541117
@data 3.571428571428571, 5.357142857142857, 12.787101558940218
@data 4.642857142857142, 5.357142857142857, 25.0284466528945
@data 5.7142857142857135, 5.357142857142857, 36.01175062211606
@data 6.785714285714285, 5.357142857142857, 36.126645093101644
@data 7.857142857142858, 5.357142857142857, 25.078476622284086
@data 8.928571428571429, 5.357142857142857, 12.24162965457937
@data 10.0, 5.357142857142857, 7.485333571682548
@data -5.0, 6.428571428571429, 128.47528526849652
@data -3.928571428571429, 6.428571428571429, 64.3380132778211
@data -2.857142857142857, 6.428571428571429, 27.54656352010339
@data -1.7857142857142856, 6.428571428571429, 15.935190396727235
@data -0.7142857142857144, 6.428571428571429, 17.854308953581025
@data 0.35714285714285676, 6.428571428571429, 19.95760326346791
@data 1.4285714285714288, 6.428571428571429, 17.30769160495802
@data 2.5, 6.428571428571429, 15.26762989340823
@data 3.571428571428571, 6.428571428571429, 21.20681725263537
@data 4.642857142857142, 6.428571428571429, 34.66589670030262
@data 5.7142857142857135, 6.428571428571429, 46.231369836122084
@data 6.785714285714285, 6.428571428571429, 46.29286828659053
@data 7.857142857142858, 6.428571428571429, 34.55573860814074
@data 8.928571428571429, 6.428571428571429, 20.394365245688746
@data 10.0, 6.428571428571429, 13.677977580929571
@data -5.0, 7.5, 106.5686977636924
@data -3.928571428571429, 7.5, 48.733681623650526
@data -2.857142857142857, 7.5, 17.60892252945125
@data -1.7857142857142856, 7.5, 11.028674882478459
@data -0.7142857142857144, 7.5, 17.34335372862055
@data 0.35714285714285676, 7.5, 23.20664314068067
@data 1.4285714285714288, 7.5, 23.68116139722894
@data 2.5, 7.5, 24.129964413622268
@data 3.571428571428571, 7.5, 31.92245131367745
@data 4.642857142857142, 7.5, 46.59926511505769
@data 5.7142857142857135, 7.5, 58.74690741747507
@data 6.785714285714285, 7.5, 58.75500984742633
@data 7.857142857142858, 7.5, 46.32891896134434
@data 8.928571428571429, 7.5, 30.843019204145058
@data 10.0, 7.5, 22.166539957523533
@data -5.0, 8.571428571428571, 86.95802862623532
@data -3.928571428571429, 8.571428571428571, 35.42526833682689
@data -2.857142857142857, 8.571428571428571, 9.96719990614604
@data -1.7857142857142856, 8.571428571428571, 8.41807773557662
@data -0.7142857142857144, 8.571428571428571, 19.12831687100701
@data 0.35714285714285676, 8.571428571428571, 28.751601385240363
@data 1.4285714285714288, 8.571428571428571, 32.35054955684683
@data 2.5, 8.571428571428571, 35.28821730118325
@data 3.571428571428571, 8.571428571428571, 44.934003742066466
@data 4.642857142857142, 8.571428571428571, 60.82855189715967
@data 5.7142857142857135, 8.571428571428571, 73.55836336617496
@data 6.785714285714285, 8.571428571428571, 73.5130697756091
@data 7.857142857142858, 8.571428571428571, 60.398017681894856
@data 8.928571428571429, 8.571428571428571, 43.587591529948305
@data 10.0, 8.571428571428571, 32.95102070146443
@data -5.0, 9.642857142857142, 69.6432778561251
@data -3.928571428571429, 9.642857142857142, 24.412773417350184
@data -2.857142857142857, 9.642857142857142, 4.621395650187772
@data -1.7857142857142856, 9.642857142857142, 8.103398956021717
@data -0.7142857142857144, 9.642857142857142, 23.2091983807404
@data 0.35714285714285676, 9.642857142857142, 36.592477997147
@data 1.4285714285714288, 9.642857142857142, 43.31585608381164
@data 2.5, 9.642857142857142, 48.74238855609114
@data 3.571428571428571, 9.642857142857142, 60.24147453780242
@data 4.642857142857142, 9.642857142857142, 77.35375704660864
@data 5.7142857142857135, 9.642857142857142, 90.66573768222183
@data 6.785714285714285, 9.642857142857142, 90.56704807113876
@data 7.857142857142858, 9.642857142857142, 76.76303476979236
@data 8.928571428571429, 9.642857142857142, 58.628082223098495
@data 10.0, 9.642857142857142, 46.03141981275227
@data -5.0, 10.714285714285714, 54.62444545336184
@data -3.928571428571429, 10.714285714285714, 15.696196865220422
@data -2.857142857142857, 10.714285714285714, 1.5715097615764413
@data -1.7857142857142856, 10.714285714285714, 10.084638543813753
@data -0.7142857142857144, 10.714285714285714, 29.585998257820748
@data 0.35714285714285676, 10.714285714285714, 46.729272976400566
@data 1.4285714285714288, 10.714285714285714, 56.577080978123384
@data 2.5, 10.714285714285714, 64.49247817834599
@data 3.571428571428571, 10.714285714285714, 77.8448637008853
@data 4.642857142857142, 10.714285714285714, 96.17488056340447
@data 5.7142857142857135, 10.714285714285714, 110.06903036561557
@data 6.785714285714285, 10.714285714285714, 109.91694473401542
@data 7.857142857142858, 10.714285714285714, 95.42397022503673
@data 8.928571428571429, 10.714285714285714, 75.9644912835956
@data 10.0, 10.714285714285714, 61.40773729138704
@data -5.0, 11.785714285714285, 41.90153141794551
@data -3.928571428571429, 11.785714285714285, 9.275538680437597
@data -2.857142857142857, 11.785714285714285, 0.8175422403120483
@data -1.7857142857142856, 11.785714285714285, 14.361796498952726
@data -0.7142857142857144, 11.785714285714285, 38.25871650224801
@data 0.35714285714285676, 11.785714285714285, 59.16198632300108
@data 1.4285714285714288, 11.785714285714285, 72.13422423978207
@data 2.5, 11.785714285714285, 82.53848616794778
@data 3.571428571428571, 11.785714285714285, 97.74417123131516
@data 4.642857142857142, 11.785714285714285, 117.29192244754731
@data 5.7142857142857135, 11.785714285714285, 131.76824141635632
@data 6.785714285714285, 11.785714285714285, 131.56275976423893
@data 7.857142857142858, 11.785714285714285, 116.38082404762811
@data 8.928571428571429, 11.785714285714285, 95.59681871143967
@data 10.0, 11.785714285714285, 79.07997313736875
@data -5.0, 12.857142857142858, 31.474535749876114
@data -3.928571428571429, 12.857142857142858, 5.150798863001705
@data -2.857142857142857, 12.857142857142858, 2.3594930863945978
@data -1.7857142857142856, 12.857142857142858, 20.934872821438653
@data -0.7142857142857144, 12.857142857142858, 49.227353114022236
@data 0.35714285714285676, 12.857142857142858, 73.89061803694855
@data 1.4285714285714288, 12.857142857142858, 89.98728586878772
@data 2.5, 12.857142857142858, 102.88041252489657
@data 3.571428571428571, 12.857142857142858, 119.93939712909199
@data 4.642857142857142, 12.857142857142858, 140.70488269903709
@data 5.7142857142857135, 12.857142857142858, 155.763370834444
@data 6.785714285714285, 12.857142857142858, 155.50449316180948
@data 7.857142857142858, 12.857142857142858, 139.63359623756642
@data 8.928571428571429, 12.857142857142858, 117.52506450663071
@data 10.0, 12.857142857142858, 99.04812735069744
@data -5.0, 13.928571428571429, 23.343458449153673
@data -3.928571428571429, 13.928571428571429, 3.321977412912758
@data -2.857142857142857, 13.928571428571429, 6.197362299824079
@data -1.7857142857142856, 13.928571428571429, 29.803867511271502
@data -0.7142857142857144, 13.928571428571429, 62.49190809314341
@data 0.35714285714285676, 13.928571428571429, 90.91516811824295
@data 1.4285714285714288, 13.928571428571429, 110.13626586514029
@data 2.5, 13.928571428571429, 125.5182572491922
@data 3.571428571428571, 13.928571428571429, 144.43054139421565
@data 4.642857142857142, 13.928571428571429, 166.41376131787374
@data 5.7142857142857135, 13.928571428571429, 182.05441861987856
@data 6.785714285714285, 13.928571428571429, 181.74214492672698
@data 7.857142857142858, 13.928571428571429, 165.1822867948516
@data 8.928571428571429, 13.928571428571429, 141.74922866916862
@data 10.0, 13.928571428571429, 121.31219993137307
@data -5.0, 15.0, 17.50829951577817
@data -3.928571428571429, 15.0, 3.7890743301707492
@data -2.857142857142857, 15.0, 12.331149880600513
@data -1.7857142857142856, 15.0, 40.968780568451294
@data -0.7142857142857144, 15.0, 78.05238143961147
@data 0.35714285714285676, 15.0, 110.23563656688427
@data 1.4285714285714288, 15.0, 132.58116422883984
@data 2.5, 15.0, 150.45202034083485
@data 3.571428571428571, 15.0, 171.21760402668636
@data 4.642857142857142, 15.0, 194.4185583040574
@data 5.7142857142857135, 15.0, 210.64138477266013
@data 6.785714285714285, 15.0, 210.2757150589913
@data 7.857142857142858, 15.0, 193.0268957194838
@data 8.928571428571429, 15.0, 168.26931119905353
@data 10.0, 15.0, 145.87219087939556
